video_id,author,published_at,updated_at,like_count,text,Comments
iTfA4zbkiwo,@nipams2937,2024-08-21T16:20:06Z,2024-08-21T16:20:06Z,1,😢😢😢😢😢😢😢😢,😢😢😢😢😢😢😢
iTfA4zbkiwo,@Aminul27,2024-08-21T08:14:12Z,2024-08-21T08:14:12Z,0,Pulisher bichar korte hobe age,Pulisher bichar korte hobe age
iTfA4zbkiwo,@Saba__050,2024-08-20T04:31:45Z,2024-08-20T04:31:45Z,0,হে রাব্বুল আলামিন আপনি সবকিছুর মালিক যারা তাদের প্রিয়জন হারাইছে তাদের প্রতি আপনি রহম করুন।,"O Rabbul Alamin, Lord of all things, have mercy on those who lose their loved ones."
iTfA4zbkiwo,@BillalAutoshowrom,2024-08-20T00:58:27Z,2024-08-20T00:58:27Z,0,প্রতিটি আহত ও নিহতদের সর্বাত্মক সাহায্য করার দরকার,All the injured and killed need all help
iTfA4zbkiwo,@KadirIslam-fk9hg,2024-08-19T21:26:40Z,2024-08-19T21:26:40Z,0,Jae police gula ae khuner satha juritu oder cakute thaka bad dea durkar,Jae police gula ae khuner satha juritu oder cakute thaka bad dea durkar
iTfA4zbkiwo,@aeyshashiddiqua9280,2024-08-19T19:41:38Z,2024-08-19T19:41:38Z,0,গ্রাম থেকে গ্রামে প্রত্যন্ত এলাকায় গিয়ে সব শহীদের লিস্ট করতে হবে। ২০২৪ সালে নতুন স্বাধীনতা পাওয়ায় জন্য জাতি কতো জনকে হারালো তা বিশ্ব বাসীকে জানতে হবে। 😮,"All martyrs should be listed from village to village in remote areas. In 2024, the people of the world must know how many people the nation has lost to get new freedom. 😮"
iTfA4zbkiwo,@JoynalAbedin-wv3ni,2024-08-19T18:51:43Z,2024-08-19T18:51:43Z,0,ভাই আসসালামুয়ালাইকুম আলাইকুম আপনাকে অনেক ধন্যবাদ ভাল রিপোর্টার জন্য,Bhai Assalamualaikum alaikum thank you very much for the good reporter
iTfA4zbkiwo,@Bodrul-zp5nj,2024-08-19T10:31:10Z,2024-08-19T10:31:10Z,0,Allah malik,Allah Malik
iTfA4zbkiwo,@NaseemBngla,2024-08-18T17:48:28Z,2024-08-18T17:48:28Z,0,যত মৃত্যু হয়েছে আর যত অসুস্থ ব্যকতি আছেন সকলের জন্য সুব্যসতা করা হোক পরিবারের সদস্যদের সহায়তা করা হোক 😂😂😂😂😂,"As many deaths and as many sick people as there are, arrangements should be made for everyone and the family members should be helped 😂😂😂😂😂"
iTfA4zbkiwo,@mdshohidulislam7742,2024-08-18T17:12:54Z,2024-08-18T17:12:54Z,0,ভাই দয়া করে এভাবে বাংলাদেশের সব জায়গা থেকে মৃত্যু হিসাব টা খুজে বের করুন,Brother please find the death account from all places of Bangladesh like this
iTfA4zbkiwo,@rafiahmead4917,2024-08-18T16:56:43Z,2024-08-18T16:56:43Z,0,😢😢😢😢,😢😢😢
iTfA4zbkiwo,@Rashid-m2x,2024-08-18T16:39:10Z,2024-08-18T16:39:10Z,2,বেশি করে এদের সন্ধান করুন কাউ জেন বাদ না পরে আদের সঠিক হিসাব জানতে চাই এদের জজ্ঞ সন্মান চাই,Look for them more and more. I want to know the exact account of the cow without leaving it. I want to respect them
iTfA4zbkiwo,@mamunahmed7607,2024-08-18T15:33:29Z,2024-08-18T15:33:29Z,0,সবাইর তালিকা তৈরি করা দরকার।,Everyone needs to make a list.
iTfA4zbkiwo,@Sakina-kv7jl,2024-08-18T15:11:32Z,2024-08-18T15:11:32Z,0,😢😢😢,😢😢😢
iTfA4zbkiwo,@fariaikhfa8182,2024-08-18T14:55:35Z,2024-08-18T14:55:35Z,0,😢😢,😢😢
iTfA4zbkiwo,@sauravmolla6686,2024-08-18T10:12:12Z,2024-08-18T10:12:12Z,0,ছাএোদের আন্দোলে গিয়ে এরা উসকাইছে ছাএোদের। তাই সবাইকে বলি কাউকে লাফাতে দেখলে তুমিও লাফাওনা,"They are inciting the children by going to the children's movement. So tell everyone if you see someone jumping, don't jump too"
iTfA4zbkiwo,@subornaaktery7414,2024-08-18T09:32:32Z,2024-08-18T09:32:32Z,0,অসহায় মানুষের জন্য আমাদের চলতি সরকারের সহায়তা প্রদান করা উচিৎ।,Our current government should provide assistance to the needy people.
iTfA4zbkiwo,@KolijaAmar-tx9ie,2024-08-18T09:08:47Z,2024-08-18T09:08:47Z,0,নতুন সরকার এর কাছে আকুল আবেদন যারা এই যুদ্ধে আহত এবং নিহত তাদেরকে খুঁজে তাদের প্রতেকের পরিবার এর পাশে দাড়ান তাদেরকে সাহায্য সহোযোগিতায় করবেন যাতে তাদের ভিতর সন্তান হারানো কষ্ট না থাকে তাদের কে সেই উপযুক্ত সন্মান করুন,Urgent appeal to the new government to find the wounded and killed in this war and stand by their respective families and help them so that they do not have the pain of losing a child within them and give them due respect.
iTfA4zbkiwo,@MdKader-en4kn,2024-08-18T05:17:39Z,2024-08-18T05:17:39Z,0,আল্লাহ এই পরিবারের ধৈর্য ধরার তৌফিক দান করুন আমিন,"May Allah grant this family patience, Ameen"
Ah45xzUaNRE,@AmenaParvin-g3o,2024-08-28T02:54:30Z,2024-08-28T02:54:30Z,0,বাবা তোমার জন্য অনেক দোয়া ❤❤❤❤,Father many prayers for you ❤❤❤❤
Ah45xzUaNRE,@soniatanjin8929,2024-08-27T07:48:25Z,2024-08-27T07:48:25Z,0,"এটাকে সংরক্ষণ করা উচিৎ,,,,",It should be preserved.
Ah45xzUaNRE,@msvlog2669,2024-08-22T17:37:00Z,2024-08-22T17:37:00Z,0,মাশাআল্লাহ ❤,Masha Allah
Ah45xzUaNRE,@hossainrubel6766,2024-08-22T07:48:44Z,2024-08-22T07:48:44Z,0,তারমানে পুলিশ আপনাকে বাচালো,That means the police saved you
Ah45xzUaNRE,@sumonmoral9732,2024-08-20T23:17:53Z,2024-08-20T23:17:53Z,0,এই বাইকটাকে জাতীয় যানবাহন হিসেবে বিবেচিত করা হোক,Let this bike be considered as a national vehicle
Ah45xzUaNRE,@QUICK_FLIX_11,2024-08-20T14:56:02Z,2024-08-20T14:56:02Z,1,Yamaha FZS always there to be delivered.,Yamaha FZS always there to be delivered.
Ah45xzUaNRE,@nazmulhaque148,2024-08-20T06:55:48Z,2024-08-20T06:55:48Z,0,"বাইক চালক বা বাইক বৈষম্যের শিকার, <br>যে সকল রাস্তায় বাইক চলাচলের নিষেধাজ্ঞা রয়েছে তা প্রত্যাহার করা উচিৎ।","Bikers or victims of bike discrimination, <br>all roads that have bike restrictions should be lifted."
Ah45xzUaNRE,@eh67gaming60,2024-08-19T10:05:56Z,2024-08-19T10:05:56Z,0,আমার নতুন হুন্ডাতেও ২ জনকে বাচিয়েছিলাম 😊❤️,Also saved 2 people in my new Honda 😊❤️
Ah45xzUaNRE,@JawanpathanSrk,2024-08-19T05:00:42Z,2024-08-19T05:00:42Z,0,ভাই বাইকটা সৃতি হিসেবে সবাইকে দেখান ও যত্ন করে রেখে দিবেন।,Bhai will show the bike to everyone and take care of it.
Ah45xzUaNRE,@fuckyouenemy,2024-08-18T20:29:28Z,2024-08-18T20:29:28Z,0,মোটরসাইকেলটিকে বীরমুক্তিযোদ্ধা উপাধি তে ভূষিত করা হোক...,Let the motorcycle be awarded the title of Veermuktijoddha...
Ah45xzUaNRE,@GP-BD,2024-08-18T11:07:55Z,2024-08-18T11:07:55Z,0,বাইকটিকে ৩৬ জুলাইয়ের স্বাধীনতার যোদ্বাদের জীবন রক্ষাকারী স্বারক হিসেবে সংরক্ষণ করা হোক।,Let the bike be preserved as a life-saving memorial to the 36th July freedom fighters.
Ah45xzUaNRE,@aburaselshontu,2024-08-18T01:58:13Z,2024-08-18T01:58:13Z,0,❤❤❤,❤❤❤
Ah45xzUaNRE,@ShahanAhmed-fk6ss,2024-08-17T17:23:22Z,2024-08-17T17:23:22Z,0,বাইক টা কে সরকারি ভাতা দেওয়া হউক যেমন তেল ফ্রি বাইকের সার্ভিসিং ফ্রি কোনো দিন মামলা দেওয়া যাবে না এই বাইকের কাগজ লাগবে না বাইক ওয়াস ফ্রি বাইকের মবিল ফ্রি এই সব ভাতা দেওয়া হউক এই বাইক কে এটা জনগণের দাবি না মানলে আবার আন্দোলন হবে,"The bike should be given government allowances like oil free, free bike servicing, no case will ever be filed, this bike will not need paper, bike was free, bike mobile free, all these allowances should be given to this bike, if people's demands are not met, there will be a movement again."
Ah45xzUaNRE,@MdRaselMiah-h7w,2024-08-17T16:33:30Z,2024-08-17T16:33:30Z,0,আমি নিজেও গুলিবিদ্ধ ২জনকে হাসপাতালে নিয়ে গেছিলাম😊,I myself took 2 people who were shot to the hospital
Ah45xzUaNRE,@NAFISADNANADNAN,2024-08-17T07:51:13Z,2024-08-17T07:51:13Z,1,অনেক অনেক ধন্যবাদ এই ভাইটিকে। আমাদের দেশের প্রবাসীরা অন্যান্য দেশে আটক হয়েছে আন্দোলন নিয়ে আন্দোলন করার জন্য। দয়া করে সবাইকে বন্দী থেকে মুক্তি করার জন্য বাংলাদেশের পদক্ষেপ নেওয়া উচিত।,Many thanks to this brother. Expatriates of our country have been detained in other countries for agitating with the movement. Please Bangladesh should take steps to release all the prisoners.
Ah45xzUaNRE,@ImoVaiya889,2024-08-17T02:57:04Z,2024-08-17T02:57:04Z,0,ছেলে টা কে চেনা চেনা লাগছে,The boy looks familiar
Ah45xzUaNRE,@RebekaSarwarLazuk,2024-08-16T16:02:25Z,2024-08-16T16:02:25Z,0,"আলহামদুলিল্লাহ, খুব ভালো লাগলো","Alhamdulillah, very nice"
Ah45xzUaNRE,@sayrabegum7788,2024-08-16T12:11:16Z,2024-08-16T12:11:16Z,0,১৬ জনকে ফাসির রায় থেকে মুক্ত করা হোক,Let 16 people be freed from Fasi's verdict
Ah45xzUaNRE,@subrataBiswas-qh2sp,2024-08-16T07:09:52Z,2024-08-16T07:09:52Z,0,Sadinotar protik hesabe ai bike ti ka bangladeser flag a lagano hok ami aktai dabi😅,Sadinotar protik hasebe ai bike ti ka bangladeser flag a lagano hok ami aktai dabi😅
Ah45xzUaNRE,@bdhunter666,2024-08-15T20:41:55Z,2024-08-15T20:41:55Z,0,জাদুঘরে রেখে দাও ভাই,Leave it in the museum bro
avtKXU-pOF0,@RaselMia-l5y,2024-08-06T14:20:44Z,2024-08-06T14:20:44Z,0,আমাদের হাচিনা কে আবার চাই,We want Hachina again
avtKXU-pOF0,@SISgaming100,2024-08-06T08:25:31Z,2024-08-06T08:32:38Z,0,আসসালামু আলায়কুম পিয় দেশবাসি বিশেষ করে আসিফ নজরুল স্যারের কাছে আমার একটা অনুরোধ আমার এই কমেন্টটা দেখবেন এবং এইটা দেশবাসি কাছে পোছাই দিবেন যে সন্তানেরা ভাইয়েরা বোনেরা জীবন দিয়ে সাধীনতা এনেছে তার গায়ে যেন কংকের দাগ না লাগে সচেতন থাকতে হবে কিছু কিছু লোক রূপ পরিবতন করে ছাএ সমাজের নাম দিয়ে জালাও পুরাও ভাঙ্গ চুর করে বিশ্ব বাসিকে দেখাতে চায় ছাত্র সমাজ খারাপ সে দিকে নজর রাখবেন মুসলিমদের খারাপ করার জন্য কিছু কিছু বীধমী পতীষান দংষ করবে দেখাবে মুসলমান খারাপ তাই সে সব পতীষান রক্ষা করতে হবে শেখ হাসিনা পালিয়ে গেছে তার মানে এই না দেশ সাধীন সে দিন হবে সব দূর্নীতি স্কুল কলেজ অফিস আদালত ছোট খাটো সেক্টর উঠে যাবে গুস বলে কিছু থাকবে না আরেকটা অনুরোধ গনভবনের আর যেন কোনো জিনিস এভাবে নষ্ট না হয় এগুলা আমাদের সম্পদ আমাদের সুন্দর আমারাই উপভোগ করবো একজন ব্যক্তি খারাপ হতে পারে তার কাজ খারাপ হতে পারে তাই বলে তার তৈরি কোনো জিনিস নষ্ট করা মানে দেশের সম্পদ নষ্ট করা এই সম্পদ প্রজম্ম ভবিষ্যতের পিছনের লোকের ছীতি হিসেবে থাকবে যেমনি রাজাবাসাদের ছীতি ছিল প্রাজাদের কষ্টের টাকায় বিলাশীতা জীবন এতো টুকু বলার ছিলো আমি একজন ওসহায় মা কারো জন্য কিছু করতে পারি নাই তাই ক্ষমা চাই,"Assalamu Alaikum, I have a request to the countrymen, especially Asif Nazrul sir, please see my comment and pass it on to the countrymen, so that the children, brothers and sisters who have brought freedom with their lives, should be aware that some people change their appearance and break the web in the name of society. Patishan will bite, Muslims will be seen as bad, so all those Patisans must be protected. Sheikh Hasina has fled. Does this mean that the country will be independent? On that day, all the corruption, schools, colleges, offices, courts, and small sectors will disappear. There will be no such thing as a goose. Another request to the public is not to waste anything like this. They are our wealth. We will enjoy our beauty. It will remain as a daughter as the daughter of the king was the daughter of the citizens. The life of luxury with the money of the citizens had so much to say. I am a helpless mother."
avtKXU-pOF0,@TravellerExpress,2024-08-06T07:13:25Z,2024-08-06T07:13:25Z,0,"এখনো বাংলাদেশ দুটি ভাবনার মানুষের কাছে বিভক্ত। আমরা আদিবাসী বা হিন্দু সংখ্যালঘু বিলুপ্তি আর চাইনা বাংলার মাটিতে।।<br><br>আমরাও বাংলাদেশের নাগরীক, অসাম্প্রদায়িক রাষ্ট্র আমাদের অধিকার!<br><br><a href=""http://www.youtube.com/results?search_query=%23savebangladeshihindus"">#SaveBangladeshiHindus</a><br><a href=""http://www.youtube.com/results?search_query=%23bangladesh"">#Bangladesh</a> <br><a href=""http://www.youtube.com/results?search_query=%23unitednations"">#UnitedNations</a>","Bangladesh is still divided by people of two ideas. We don't want extinction of tribal or Hindu minority from the soil of Bengal.<br><br>We are also citizens of Bangladesh, non-communal state is our right! <br><a href=""http://www.youtube.com/results?search_query=%23unitednations"">#UnitedNations</a>"
avtKXU-pOF0,@mr.ah420,2024-08-05T23:38:24Z,2024-08-05T23:38:24Z,0,নেত্রকোনার যদি কোন সাহসী থানা থাকে তাহলে তা হচ্ছে  মদন থানা,"If there is any brave police station in Netrakona, it is Madan police station"
avtKXU-pOF0,@BilkisAkterMukta-y5m,2024-08-05T18:43:45Z,2024-08-05T18:43:45Z,0,সবাই মিলে ছাত্র ছাত্রী ভাই বোন উপর দয়া  করি। আল্লাহ যেন  রহম করেন।আমিন আমিন আমিন।,"Let's all have mercy on the students, brothers and sisters. May Allah have mercy. Amen Amen Amen."
avtKXU-pOF0,@ADDABUZZLIFE,2024-08-05T17:17:02Z,2024-08-05T17:17:02Z,1,😂😂😂😂,😂😂😂😂
avtKXU-pOF0,@TibroHossen,2024-08-05T15:14:56Z,2024-08-05T15:14:56Z,1,❤,❤
avtKXU-pOF0,@humairachokey9440,2024-08-05T09:18:45Z,2024-08-05T09:19:07Z,2,Aj Rajshahi jelar godagari upojelai open fire a 10-15 jon nirmom vabe ahoto😢,Aj Rajshahi jelar godagari upojelai open fire a 10-15 jon nirmom vabe ahoto😢
avtKXU-pOF0,@Suchi_moni,2024-08-05T08:06:50Z,2024-08-05T08:06:50Z,0,"<a href=""http://www.youtube.com/results?search_query=%23savebangladeshistudents"">#SaveBangladeshiStudents</a> <a href=""http://www.youtube.com/results?search_query=%23stepdownhasina"">#StepDownHasina</a> <br><a href=""http://www.youtube.com/results?search_query=%23boycottbangladeshprimeminister"">#BoycottBangladeshPrimeMinister</a><br><a href=""http://www.youtube.com/results?search_query=%23starlinkforbangladesh"">#StarLinkforBangladesh</a>","<a href=""http://www.youtube.com/results?search_query=%23savebangladeshistudents"">#SaveBangladeshiStudents</a> <a href=""http://www.youtube.com/results?search_query=%23stepdownhasina"">#StepDownHasina</a> <br><a href=""http://www.youtube.com/results?search_query=%23boycottbangladeshprimeminister"">#BoycottBangladeshPrimeMinister</a><br><a href=""http://www.youtube.com/results?search_query=%23starlinkforbangladesh"">#StarLinkforBangladesh</a>"
avtKXU-pOF0,@mssadniislam,2024-08-05T07:59:39Z,2024-08-05T07:59:39Z,1,❤❤,❤❤
avtKXU-pOF0,@NazmulHossen-mr9vn,2024-08-05T04:41:08Z,2024-08-05T04:41:08Z,1,"লাভ নাই রে যতই বাহানা করস, শেখ হাসিনার পদ ত্যাগ করতেই হবে তারপর দেখ তদের কি অবস্থা হয়","It's no use, no matter how many excuses you make, Sheikh Hasina has to leave the post and then see what happens to them"
avtKXU-pOF0,@MdOcikurRahman,2024-08-05T03:32:48Z,2024-08-05T03:32:48Z,1,Love You Jamuna tv,Love You Jamuna tv
avtKXU-pOF0,@MohammadJubyalkhan,2024-08-05T02:44:12Z,2024-08-05T02:44:12Z,1,আমার নেএকোনা আল্লাহ ছাএদের বিজয়ী করো,May Allah make my children victorious
avtKXU-pOF0,@mdjonayetkhan9472,2024-08-04T20:41:25Z,2024-08-04T20:41:25Z,1,সরকার পতনে এক  আছে কেকে লাইক দেও,There is one in the fall of the government
avtKXU-pOF0,@noorislammedia,2024-08-04T16:52:24Z,2024-08-04T16:52:24Z,1,খুনির পক্ষ ছাড়,The killer's side is off
avtKXU-pOF0,@Itzshourov,2024-08-04T15:36:22Z,2024-08-04T15:36:22Z,1,ধন্যবাদ যমুনা টিভির সকল সদস্যাকে,Thanks to all members of Jamuna TV
avtKXU-pOF0,@TahsanAhmed-jx8ol,2024-08-04T15:29:21Z,2024-08-04T15:29:21Z,1,আজ সিলেটে রিয়েল গুলিতে 80 জন শহিদ এবং 400 আহত,80 martyrs and 400 injured in real firing in Sylhet today
avtKXU-pOF0,@TahsanAhmed-jx8ol,2024-08-04T15:27:28Z,2024-08-04T15:27:28Z,1,সিলেট গোলাপগঞ্জে 80 জন এখনপরজন্ত পুলিশের রিয়েল গুলিতে নিহত এবং 400 আহত,"In Sylhet Golapganj, 80 people were killed and 400 injured in real police firing"
avtKXU-pOF0,@blackmoon5500,2024-08-04T14:53:40Z,2024-08-04T14:53:40Z,0,"পরশু নয়, <br>আগামীকালই লং মার্চ টু ঢাকা।<br>৫ আগষ্ট ২০২৪।","Not the day after tomorrow, <br>long march to Dhaka tomorrow.<br>5 August 2024."
avtKXU-pOF0,@ayshasiddika3210,2024-08-04T13:54:36Z,2024-08-04T13:54:36Z,0,শেখ হাসিনা চলে গেলে তোদের কি অবস্থা হবে ডাইরেক একশন,"If Sheikh Hasina leaves, what will happen to you Direct Action?"
o6hvOODeMxo,@OviGaming111,2024-08-05T23:37:43Z,2024-08-05T23:37:43Z,0,Massha Allah 🥰🥰,Masha Allah
o6hvOODeMxo,@RabiulIslam-rd8of,2024-08-05T15:38:32Z,2024-08-05T15:38:32Z,0,হাজার সালাম আমার পিরিও সাতখিরা বাসির,A thousand greetings to my friend Satkhira Basir
o6hvOODeMxo,@JuwelMir-os2yq,2024-08-05T10:46:21Z,2024-08-05T10:46:21Z,0,আমার ছোট বোনটা এখন হসপিটালে,My younger sister is in the hospital now
o6hvOODeMxo,@MdtamimKhan-mp3fh,2024-08-05T09:16:36Z,2024-08-05T09:16:36Z,0,😢😢😢😢,😢😢😢
o6hvOODeMxo,@প্রেমেইআত্মহারা,2024-08-05T07:34:07Z,2024-08-05T07:34:07Z,0,সফলতা আসবেই ইনশাল্লাহ ছাএদের আন্দোলন যৌক্তিক বলে মনে করি আন্দোলন চালিয়ে যাবেন,Success will come inshallah
o6hvOODeMxo,@KaziWahidur,2024-08-04T22:51:37Z,2024-08-04T22:51:37Z,0,"আমাদের সোনার বাংলা আজ সাইবার সন্ত্রাস বা সাইবার ক্রাইমমের শিকার। হাজার হাজার ফেইক আইডি খুলে, বুস্ট মেরে গুজব ছড়ানো হচ্ছে। কিছু আবেগি আবেগি পোস্ট দিয়ে সাধারণ ছত্রদেরকে খেপিয়ে তুলছে। <br>বিশ্বাস করেন যারা পোস্ট দেয় তারা কেউই রাস্তায় নামে না। সাধারণ মানুষদেরকে রাস্তায় মৃত্যুর মুখে ঢেলে দিচ্ছে। আবার সেই লাশ নিয়ে তারা রাজনীতি করছে। <br>সবাইকে বোঝাচ্ছে, সবাই শহীদ হওয়ার জন্য রাস্তায় বের হন। আমার কথা হচ্ছে,তারা কি আল্লাহর দিন প্রতিষ্ঠার জন্য ডাক দিয়েছেন? নাকি গণতন্ত্র রক্ষার জন্য ডাক দিয়েছে? <br>এ জামাত শিবির, আর কত ভাবে ইসলামের নাম বিক্রি করে খাবে? <br><br>যাদের উস্কানিতে, এবং যাদের নিল নকশা বাস্তবায়নে এতগুলা মায়ের বুক খালি হয়েছে। আল্লাহ কি আপনাদের কে মাপ করে দিবেন? সব হিসাব দিতে হবে।","Our Sonar Bangla is a victim of cyber terrorism or cybercrime today. Thousands of fake IDs are being opened, boosted and rumors are being spread. Some emotional people are making ordinary people angry with emotional posts. <br>Believe that those who post do not take to the streets. Common people are dying on the streets. Again they are doing politics with that body. <br>Insisting everyone, all come out on the streets to be martyrs. I mean, have they called for the establishment of the Day of Allah? Or called to protect democracy? <br>This Jamaat camp, how many more ways to sell the name of Islam? <br><br>At whose instigation, and whose designs were implemented, so many mothers' breasts have been emptied. God will measure you? All must be accounted for."
o6hvOODeMxo,@mdabunawazdihan4432,2024-08-04T22:31:21Z,2024-08-04T22:31:21Z,0,সবাই রাজধানীর মুখে হওয়ার সময় হাতে তারকাটার প্লাস নিয়ে আসবেন কারণ ওরা তারকাটা দিয়ে ঘেরাও করে নিয়েছে তার কাটার প্লাস সবাই হাতে থাকতে হবে,"When everyone is in front of the capital, bring the star plus in hand because they are surrounded by the star and everyone must have the star plus in hand."
o6hvOODeMxo,@NURUDDINNURUDDIN-jh9lq,2024-08-04T20:34:47Z,2024-08-04T20:34:47Z,0,❤❤❤❤❤❤❤❤❤,❤❤❤❤❤❤❤❤❤
o6hvOODeMxo,@Ridaylslam,2024-08-04T17:21:50Z,2024-08-04T17:21:50Z,0,যমুনা টিভিকে ধন্যবাদ জনগণের পাশে থাকার জন্য,Thanks to Jamuna TV for standing by the people
o6hvOODeMxo,@Rafsan0Jony,2024-08-04T17:03:04Z,2024-08-04T17:03:04Z,0,বাঘের রাজ্যে স্বাগতম 🐅✊🇧🇩,Welcome to the tiger kingdom 🐅✊🇧🇩
o6hvOODeMxo,@TahsanAhmed-jx8ol,2024-08-04T15:30:58Z,2024-08-04T15:30:58Z,0,আজ সিলেট গোলাপগঞ্জে রিয়েল গুলিতে 80 জন শহিদ এবং 400 আহত,Today 80 people were martyred and 400 injured in real firing in Sylhet Golapganj
o6hvOODeMxo,@পড়শীবাড়ি-থ৩ঝ,2024-08-04T15:30:12Z,2024-08-04T15:30:12Z,0,জয় আমাদেরকেই হবে ইনশাআল্লাহ্,Victory will be ours inshallah
o6hvOODeMxo,@zayedsabit123,2024-08-04T15:09:41Z,2024-08-04T15:09:41Z,0,"শুনলাম,সাতক্ষীরায় আওয়ামী লীগের কার্যালয় ভাঙচুর করেছে আমাদের সাহসী বীর ভাইয়েরা। আলহামদুলিল্লাহ। 😊😊😊❤প্রাণের সাতক্ষীরা।",I heard that our brave brothers vandalized the office of Awami League in Satkhira. Alhamdulillah. 😊😊😊❤Satkhira of life.
o6hvOODeMxo,@JamalHossain-be2ww,2024-08-04T15:07:57Z,2024-08-04T15:07:57Z,0,ধন্যবাদ যমুনা টিভি,Thank you Jamuna TV
o6hvOODeMxo,@asrafulislam-xs9ed,2024-08-04T15:07:21Z,2024-08-04T15:07:21Z,0,যমুনা টিভি কে আমি সেলুট জানাই সব সত্য খবর দেয়ার জন্য,I salute Jamuna TV for giving all true news
o6hvOODeMxo,@BADSHA-1990,2024-08-04T14:43:12Z,2024-08-04T14:43:12Z,0,এই অবৈধ সরকার আর নাই দরকার 👍👍👍👍👍👍🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩,We don't need this illegal government anymore
o6hvOODeMxo,@MonirMiah-p5r,2024-08-04T14:41:41Z,2024-08-04T14:41:41Z,0,❤❤❤❤❤,❤❤❤❤❤
o6hvOODeMxo,@ShampaAfrin-uz8uj,2024-08-04T14:23:31Z,2024-08-04T14:23:31Z,0,Hasinar poton.....chai😢😢😢😢,Hasinar poton.....chai😢😢😢😢
o6hvOODeMxo,@Lovelyrana2023,2024-08-04T13:45:18Z,2024-08-04T13:45:18Z,0,Alhamdulillah <br>Inshaa ALLAH Success students,Alhamdulillah <br>Inshaa ALLAH Success students
o6hvOODeMxo,@s.mmamun6288,2024-08-04T13:40:28Z,2024-08-04T13:40:28Z,0,"আল্লাহ বাংলাদেশে তুমি শান্তি ফিরিয়ে দাও, আমিন।😢😢😢😢😢😢","May Allah restore peace to Bangladesh, Amin.😢😢😢😢😢😢😢"
TWjo7Sa_tww,@MdAkash-ny3qr,2024-08-05T03:40:05Z,2024-08-05T03:40:05Z,0,"পুলিশকে চারিদিক থেকে ঘিরে ফেলতা হবে আর তাদের কে উচিত শিক্ষা দিতে হবে,,, সবাই কে একটা কথা বলি রেললাইন এর পাথর নিয়ে যাওয়া উচিত হবে তা হলে বেশ ভালো কাজে লাগবে পাথর","The police should be surrounded from all sides and they should be taught,,, let me say one thing to everyone, the stones of the railway line should be taken, then the stones will be very useful."
TWjo7Sa_tww,@SimaAkter-qt9ym,2024-08-05T02:49:07Z,2024-08-05T02:49:07Z,0,# star link for Bangladesh ✅✅✅✅,# star link for Bangladesh
TWjo7Sa_tww,@SimaAkter-qt9ym,2024-08-05T02:48:55Z,2024-08-05T02:48:55Z,0,# star link for Bangladesh ✅✅✅✅,# star link for Bangladesh
TWjo7Sa_tww,@azim4d,2024-08-04T21:50:31Z,2024-08-04T21:50:31Z,0,😂😂😂,😂😂😂
TWjo7Sa_tww,@rebekasultana7818,2024-08-04T14:21:51Z,2024-08-04T14:23:06Z,0,Jumuna tv somprochar off kora deceh.. Ayta kono kotha. Deshe ki akta obsta hoisa.kicho bola jbha na.kora jbah na.. Allah jalim der donghoso krok,Jumuna tv somprochar off kora deceh.. Ayta kono kotha. Deshe ki akta obsta hoisa.kicho bola jbha na.kora jbah na.. Allah jalim der donghoso krok
TWjo7Sa_tww,@getreadyto4535,2024-08-04T14:18:31Z,2024-08-04T14:18:31Z,0,পুলিশ আর ছাত্রলীগ মিলে শিক্ষাথীদের উপর হামলা করেছে,Police and Chhatra League together attacked the students
TWjo7Sa_tww,@Adiat2024,2024-08-04T13:14:09Z,2024-08-04T13:14:09Z,0,আল্লাহ সাধারণ মানুষকে হেফাজত করেন,Allah protects the common people
TWjo7Sa_tww,@abusalam8063,2024-08-04T12:36:33Z,2024-08-04T12:36:33Z,0,পুলিশ কেন গুলি করছে??😢,Why are the police shooting??😢
TWjo7Sa_tww,@zinarulislam6474,2024-08-04T12:33:41Z,2024-08-04T12:33:41Z,0,পুলিশ বাংলাদেশের বড় সন্ত্রাস আলবদর/,Police is a big terrorist in Bangladesh.
TWjo7Sa_tww,@AlaUddin-wp4hh,2024-08-04T12:18:28Z,2024-08-04T12:18:28Z,0,পুলিশ ইচ্ছেকৃতভাবে গুলি করেছে।😊,The police shot intentionally
TWjo7Sa_tww,@Rightway.786.,2024-08-04T11:53:32Z,2024-08-04T11:53:32Z,0,পুলিশলীগ তোদের উপর আল্লাহর গজব পড়ুক সাধারণ ছাত্রদের এই ভাবে গুলি করছ।,May Allah's wrath be upon you police league for shooting common students like this.
TWjo7Sa_tww,@tiklychowdhuri5123,2024-08-04T11:53:24Z,2024-08-04T11:53:24Z,0,অবশ্যই আমি তোমাদের আগে বহু জাতিকে ধ্বংস করে দিয়েছি যখন তারা জুলুমে লিপ্ত ছিল।<br>(সূরা ইউনুসঃ-১০/১৩),"Indeed, We destroyed many nations before you when they were unjust.<br>(Surah Yunus:-10/13)"
